"ID","richness","longitude","latitude","Short.wave","Wind.speed","Soil.depth","Soil.total.nitrogen","Soil.pH","Soil.CEC","Elevation","Slope","sinAspect","cosAspect","Distance.to.artificial.land","Distance.to.water","Elevation Division","richness Division","area Division"
35,50.59644256,145.7712391,-25.87954097,257.14868,6.2378,1.3,0.06,5.21,6,343,0.00835,-0.41196,0.9112,297.46933,82.32861,3,3,2
36,42.69074841,145.7715839,-25.8790112,257.14868,6.2378,1.27,0.06,5.23,6,343,0.00835,-0.41196,0.9112,298.21637,81.56593,3,3,2
37,45.85302607,145.7713495,-25.8794787,257.14868,6.2378,1.27,0.06,5.23,6,343,0.00835,-0.41196,0.9112,297.46933,82.32861,3,3,2
38,45.85302607,145.7501479,-25.87311299,257.14868,6.2378,1.26,0.06,5.22,9,343,0.00835,-0.41196,0.9112,305.73517,74.4043,3,3,2
39,37.94733192,145.7706968,-25.87986141,257.14868,6.2378,1.26,0.06,5.21,6,343,0.00835,-0.41196,0.9112,297.46933,82.32861,3,3,2
40,49.01530373,145.7502029,-25.87262592,257.14868,6.2378,1.2,0.06,5.24,7,343,0.00835,-0.41196,0.9112,305.73517,74.4043,3,3,2
41,36.36619309,145.7502452,-25.87240056,257.14868,6.2378,1.2,0.06,5.24,7,343,0.00835,-0.41196,0.9112,305.73517,74.4043,3,3,2
42,39.52847075,145.7504512,-25.87178839,257.14868,6.2378,1.14,0.06,5.25,6,343,0.00835,-0.41196,0.9112,306.47186,73.60027,3,3,2
43,44.27188724,145.592671,-25.82634901,257.11438,6.27875,1.23,0.05,5.48,15,340,0.09683,0.42539,-0.90501,367.56088,43.38202,3,3,2
44,47.4341649,145.5930158,-25.82671349,257.11438,6.27875,1.19,0.05,5.41,10,340,0.09683,0.42539,-0.90501,367.56088,43.38202,3,3,2
45,42.69074841,145.5931142,-25.82683181,257.11438,6.27875,1.19,0.05,5.41,10,340,0.09683,0.42539,-0.90501,367.56088,43.38202,3,3,2
46,30.04163777,145.5888063,-25.84351049,257.11438,6.27875,1.18,0.06,5.31,8,340,0.09683,0.42539,-0.90501,364.44479,50.56679,3,3,2
47,47.4341649,145.5888682,-25.84333955,257.11438,6.27875,1.18,0.06,5.31,8,340,0.09683,0.42539,-0.90501,364.44479,50.56679,3,3,2
48,56.92099788,145.5891221,-25.84296283,257.11438,6.27875,1.18,0.06,5.31,8,340,0.09683,0.42539,-0.90501,364.44479,50.56679,3,3,2
49,45.85302607,145.5884791,-25.84418443,257.11438,6.27875,1.18,0.05,5.3,7,340,0.09683,0.42539,-0.90501,363.79251,51.47815,3,3,2
50,53.75872022,145.5934298,-25.8271328,257.11438,6.27875,1.17,0.05,5.3,7,340,0.09683,0.42539,-0.90501,367.56088,43.38202,3,3,2
51,17.39252713,145.5033648,-25.79101416,257.11438,6.27875,0.98,0.06,5.18,5,339,0.07193,-0.16058,0.98702,406.133,61.32699,3,1,2
52,34.78505426,145.5039202,-25.79205811,257.11438,6.27875,0.95,0.06,5.23,6,339,0.07193,-0.16058,0.98702,406.133,61.32699,3,3,2
53,26.87936011,145.5035649,-25.79175652,257.11438,6.27875,0.94,0.06,5.2,7,339,0.07193,-0.16058,0.98702,406.133,61.32699,3,2,2
54,20.55480479,145.503627,-25.7915766,257.11438,6.27875,0.94,0.06,5.2,7,339,0.07193,-0.16058,0.98702,406.133,61.32699,3,2,2
55,53.75872022,145.7206588,-25.91090236,256.93213,6.26161,1.26,0.06,5.17,7,354,0.06688,0.92355,-0.38347,303.44852,81.939,3,3,2
56,47.4341649,145.7198889,-25.91101293,256.93213,6.26161,1.25,0.06,5.18,6,354,0.06688,0.92355,-0.38347,303.44852,81.939,3,3,2
57,33.20391543,145.7226488,-25.91614743,256.93213,6.26161,1.25,0.06,5.17,9,354,0.06688,0.92355,-0.38347,301.34698,84.17244,3,3,2
58,45.85302607,145.7195693,-25.91102817,256.93213,6.26161,1.22,0.07,5.18,8,354,0.06688,0.92355,-0.38347,303.44852,81.939,3,3,2
59,34.78505426,145.6992069,-25.92256585,256.93213,6.26161,1.22,0.06,5.21,8,354,0.06688,0.92355,-0.38347,306.68713,83.52245,3,3,2
60,37.94733192,145.6993375,-25.92249479,256.93213,6.26161,1.22,0.06,5.21,8,354,0.06688,0.92355,-0.38347,306.68713,83.52245,3,3,2
61,37.94733192,145.698447,-25.92266737,256.93213,6.26161,1.22,0.06,5.18,6,354,0.06688,0.92355,-0.38347,306.68713,83.52245,3,3,2
62,34.78505426,145.7217006,-25.91613004,256.93213,6.26161,1.22,0.06,5.17,10,354,0.06688,0.92355,-0.38347,301.34698,84.17244,3,3,2
63,39.52847075,145.7217603,-25.91614863,256.93213,6.26161,1.22,0.06,5.17,10,354,0.06688,0.92355,-0.38347,301.34698,84.17244,3,3,2
64,41.10960958,145.7208807,-25.91624921,256.93213,6.26161,1.21,0.06,5.19,6,354,0.06688,0.92355,-0.38347,302.07449,83.77351,3,3,2
65,52.17758139,145.7000991,-25.9222398,256.93213,6.26161,1.16,0.06,5.23,9,354,0.06688,0.92355,-0.38347,306.68713,83.52245,3,3,2
66,50.59644256,145.7184419,-25.91096403,256.93213,6.26161,1.13,0.07,5.19,6,354,0.06688,0.92355,-0.38347,304.17429,81.5414,3,3,2
67,41.10960958,145.7346908,-25.97670808,256.63748,6.25439,1.17,0.06,5.21,7,350,0.16413,0.05326,-0.99858,280.28021,110.13628,3,3,2
68,31.6227766,145.734287,-25.97617187,256.63748,6.25439,1.13,0.06,5.22,12,350,0.16413,0.05326,-0.99858,280.28021,110.13628,3,3,2
69,30.04163777,145.750101,-26.04393269,256.40567,6.23292,1.13,0.06,5.12,8,359,0.20646,0.79261,0.60973,256.81317,139.78555,3,3,2
70,22.13594362,145.7515739,-26.04641922,256.40567,6.23292,1.12,0.06,5.12,9,359,0.20646,0.79261,0.60973,256.22256,140.73024,3,2,2
71,36.36619309,145.7508186,-26.04600641,256.40567,6.23292,1.06,0.07,5.11,10,359,0.20646,0.79261,0.60973,256.81317,139.78555,3,3,2
72,23.71708245,145.7509194,-26.04593505,256.40567,6.23292,1.06,0.07,5.11,10,359,0.20646,0.79261,0.60973,256.81317,139.78555,3,2,2
73,18.97366596,145.7498314,-26.0005305,256.40567,6.23292,0.92,0.07,5.17,8,350,0.12491,0.05326,-0.99858,268.49582,122.0041,3,1,2
74,28.37224827,147.3970999,-24.93343767,256.14224,6.01083,1.01,0.12,5.29,9,664,0.55026,0.79738,-0.60348,453.39276,125.73385,3,2,2
75,33.20391543,146,-26,256.07297,6.20796,1.24,0.05,5.37,10,335,0.05562,0.84412,-0.53615,198.6001,118.40608,3,3,2
76,17.02334896,147.4194266,-24.96037794,255.67352,6.07843,1.04,0.12,5.2,11,607,0.23246,0.97228,0.23381,456.18527,129.24782,3,1,2
77,39.72114758,148.0840713,-25.74780333,254.09901,5.87153,1.04,0.15,5.99,19,499,0.13627,0.76906,-0.63918,207.88458,315.63428,3,3,2
78,60.08327554,146.574467,-27.04472885,253.54301,6.15485,1.35,0.05,5.4,6,303,0.13681,-0.95086,-0.30961,304.17923,43.27817,3,3,2
79,33.20391543,146.5734692,-27.04461749,253.54301,6.15485,1.33,0.05,5.42,8,303,0.13681,-0.95086,-0.30961,303.71368,42.52058,3,3,2
80,49.01530373,146.5736508,-27.04459095,253.54301,6.15485,1.33,0.05,5.42,8,303,0.13681,-0.95086,-0.30961,303.71368,42.52058,3,3,2
81,28.46049894,146.572633,-27.04443438,253.54301,6.15485,1.33,0.05,5.4,8,303,0.13681,-0.95086,-0.30961,303.71368,42.52058,3,2,2
82,39.52847075,146.5869525,-27.04670714,253.54301,6.15485,1.23,0.06,5.4,10,303,0.13681,-0.95086,-0.30961,307.42316,46.61545,3,3,2
83,37.94733192,146.5869126,-27.04658966,253.54301,6.15485,1.23,0.06,5.4,10,303,0.13681,-0.95086,-0.30961,306.54526,47.20169,3,3,2
84,23.71708245,146.5868951,-27.04586734,253.54301,6.15485,1.23,0.06,5.38,10,303,0.13681,-0.95086,-0.30961,306.54526,47.20169,3,2,2
85,42.69074841,146.5870303,-27.04747478,253.54301,6.15485,1.22,0.06,5.4,9,303,0.13681,-0.95086,-0.30961,307.42316,46.61545,3,3,2
86,53.75872022,146.5445945,-27.11882984,253.54301,6.15485,1.08,0.05,5.38,7,307,0.13681,-0.97582,0.21858,326.55933,20.02498,3,3,2
87,41.10960958,146.5436946,-27.11930542,253.54301,6.15485,1.08,0.05,5.37,4,307,0.1329,-0.97582,0.21858,326.55933,20.02498,3,3,2
88,52.17758139,146.5442912,-27.11898234,253.54301,6.15485,1.06,0.05,5.37,6,307,0.1329,-0.97582,0.21858,326.55933,20.02498,3,3,2
89,37.94733192,146.5452216,-27.11843463,253.54301,6.15485,1.03,0.05,5.4,7,307,0.13681,-0.97582,0.21858,326.55933,20.02498,3,3,2
90,36.36619309,146.6780943,-26.92611678,253.46814,6.17129,1.18,0.06,5.27,7,339,0.10219,0.22682,0.97394,286.56589,44.72136,3,3,2
91,47.4341649,146.6784487,-26.92543142,253.46814,6.17129,1.18,0.06,5.27,7,339,0.10219,0.22682,0.97394,286.56589,44.72136,3,3,2
92,47.4341649,146.6785198,-26.92524198,253.46814,6.17129,1.15,0.06,5.26,7,339,0.10219,0.22682,0.97394,286.56589,44.72136,3,3,2
93,50.59644256,146.6788038,-26.92455645,253.46814,6.17129,1.09,0.06,5.29,7,339,0.10219,0.22682,0.97394,286.56589,44.72136,3,3,2
94,39.52847075,146.6005434,-27.04985214,253.20633,6.15647,1.33,0.05,5.3,7,303,0.03933,-0.95086,-0.30961,311.20734,51.10773,3,3,2
95,50.59644256,146.6005058,-27.04907559,253.20633,6.15647,1.29,0.05,5.27,8,303,0.03933,-0.95086,-0.30961,311.20734,51.10773,3,3,2
96,55.33985905,146.6004665,-27.04880463,253.20633,6.15647,1.29,0.05,5.27,8,303,0.03933,-0.95086,-0.30961,310.33691,51.62364,3,3,2
97,50.59644256,146.6005696,-27.04816391,253.20633,6.15647,1.23,0.05,5.26,6,303,0.03933,-0.95086,-0.30961,310.33691,51.62364,3,3,2
98,45.85302607,146.6187106,-27.04481053,253.20633,6.15647,1.17,0.06,5.41,7,308,0.03933,0.76965,0.63846,313.4996,59.05929,3,3,2
99,36.36619309,146.6739958,-27.03769061,253.20633,6.15647,1.17,0.06,5.39,6,326,0.07365,-0.68133,0.73197,323.43777,77.52419,3,3,2
100,41.10960958,146.6609736,-27.03629656,253.20633,6.15647,1.17,0.06,5.37,8,326,0.07365,-0.68133,0.73197,319.79056,74.24284,3,3,2
101,39.52847075,146.6582579,-27.01416129,253.20633,6.15647,1.15,0.05,5.36,6,318,0.09338,0.78275,-0.62234,311.23141,65.36819,3,3,2
102,47.4341649,146.6187417,-27.04453977,253.20633,6.15647,1.14,0.05,5.45,8,308,0.03933,0.76965,0.63846,313.4996,59.05929,3,3,2
103,50.59644256,146.6187138,-27.04383548,253.20633,6.15647,1.14,0.05,5.45,8,308,0.03933,0.76965,0.63846,312.64197,59.5399,3,3,2
104,47.4341649,146.6572394,-27.01429424,253.20633,6.15647,1.12,0.05,5.37,6,318,0.09338,0.78275,-0.62234,311.23141,65.36819,3,3,2
105,37.94733192,146.6574411,-27.01424959,253.20633,6.15647,1.12,0.05,5.37,6,318,0.09338,0.78275,-0.62234,311.23141,65.36819,3,3,2
106,41.10960958,146.6564833,-27.01432851,253.20633,6.15647,1.09,0.05,5.36,6,318,0.09338,0.78275,-0.62234,311.23141,65.36819,3,3,2
107,37.94733192,146.6615004,-27.03544012,253.20633,6.15647,1.07,0.06,5.32,7,326,0.07365,-0.68133,0.73197,319.79056,74.24284,3,3,2
108,39.52847075,146.6615403,-27.0355937,253.20633,6.15647,1.07,0.06,5.32,7,326,0.07365,-0.68133,0.73197,319.79056,74.24284,3,3,2
109,53.75872022,146.6187787,-27.04552396,253.20633,6.15647,1.01,0.06,5.34,5,308,0.03933,0.76965,0.63846,313.4996,59.05929,3,3,2
110,33.20391543,146.6616036,-27.03466393,253.20633,6.15647,0.96,0.06,5.32,6,326,0.09338,-0.68133,0.73197,318.96237,73.3553,3,3,2
111,42.69074841,146.6739174,-27.03691398,253.20633,6.15647,0.95,0.06,5.34,6,326,0.07365,-0.68133,0.73197,322.61588,76.66159,3,3,2
112,47.4341649,146.673918,-27.03668827,253.20633,6.15647,0.95,0.06,5.34,6,326,0.07365,-0.68133,0.73197,322.61588,76.66159,3,3,2
113,41.10960958,146.6740408,-27.03605657,253.20633,6.15647,0.87,0.06,5.3,6,326,0.07365,-0.68133,0.73197,322.61588,76.66159,3,3,2
114,31.6227766,146.6945851,-27.03724023,252.62103,6.16479,0.93,0.06,5.37,7,326,0.16008,-0.68133,0.73197,327.83228,81.60883,3,3,2
115,36.36619309,146.6936516,-27.03573948,252.62103,6.16479,0.93,0.06,5.33,7,326,0.16008,-0.68133,0.73197,327.24457,81.02469,3,3,2
116,36.36619309,146.694174,-27.03642678,252.62103,6.16479,0.88,0.06,5.39,7,326,0.16008,-0.68133,0.73197,327.83228,81.60883,3,3,2
117,37.94733192,146.6942441,-27.03658041,252.62103,6.16479,0.88,0.06,5.39,7,326,0.16008,-0.68133,0.73197,327.83228,81.60883,3,3,2
118,26.87936011,146.6330537,-27.73571276,251.71281,6.0798,1.03,0.05,5.64,10,209,0.04659,-0.09984,-0.995,423.13593,7.61577,2,2,2
119,12.64911064,146.6332363,-27.7357313,251.71281,6.0798,1.03,0.05,5.64,10,209,0.04659,-0.09984,-0.995,423.13593,7.61577,2,1,2
120,12.64911064,146.6341597,-27.73567056,251.71281,6.0798,0.79,0.05,5.61,11,209,0.04659,-0.09984,-0.995,423.13593,7.61577,2,1,2
121,36.36619309,146.6226427,-27.79497713,251.71281,6.0798,0.77,0.04,5.66,10,205,0.0345,-0.72661,-0.68705,410.84546,12.04159,2,3,2
122,17.39252713,146.623484,-27.79534052,251.71281,6.0798,0.77,0.04,5.61,10,205,0.0345,-0.72661,-0.68705,411.80701,13.0384,2,1,2
123,42.69074841,146.6236461,-27.79541318,251.71281,6.0798,0.77,0.04,5.61,10,205,0.0345,-0.72661,-0.68705,411.80701,13.0384,2,3,2
124,36.36619309,146.6322619,-27.73584607,251.71281,6.0798,0.75,0.05,5.59,10,209,0.04659,-0.09984,-0.995,422.1907,6.7082,2,3,2
125,39.52847075,146.6244372,-27.79561394,251.71281,6.0798,0.72,0.04,5.47,9,205,0.0345,-0.72661,-0.68705,411.80701,13.0384,2,3,2
126,22.13594362,146.7279996,-27.79239911,251.52353,6.07517,1,0.05,5.23,7,211,0.05765,-0.45915,-0.88836,454.52832,4.47214,2,2,2
127,17.39252713,146.7287299,-27.79264429,251.52353,6.07517,1,0.05,5.23,7,211,0.05765,-0.45915,-0.88836,454.52832,4.47214,2,1,2
128,55.33985905,146.7278068,-27.79237165,251.52353,6.07517,0.97,0.05,5.21,7,211,0.05765,-0.45915,-0.88836,454.52832,4.47214,2,3,2
129,37.94733192,146.7271919,-27.78658382,251.52353,6.07517,0.95,0.05,5.24,10,211,0.05765,-0.45915,-0.88836,455.29001,2.23607,2,3,2
130,44.27188724,146.7268932,-27.79236082,251.52353,6.07517,0.94,0.05,5.21,8,211,0.05765,-0.45915,-0.88836,454.52832,4.47214,2,3,2
131,31.6227766,146.7281059,-27.78638702,251.52353,6.07517,0.93,0.05,5.26,8,211,0.05765,-0.45915,-0.88836,455.29001,2.23607,2,3,2
132,33.20391543,146.6608459,-27.72826375,251.52353,6.07517,0.92,0.05,5.35,7,211,0.04457,0.06172,0.99809,435.45953,9.21954,2,3,2
133,37.94733192,146.6598006,-27.72835146,251.52353,6.07517,0.92,0.05,5.35,7,211,0.04457,0.06172,0.99809,434.51352,10.19804,2,3,2
134,52.17758139,146.6605821,-27.72827213,251.52353,6.07517,0.92,0.05,5.35,7,211,0.04457,0.06172,0.99809,434.51352,10.19804,2,3,2
135,15.8113883,146.7269581,-27.78669169,251.52353,6.07517,0.92,0.05,5.25,8,211,0.05765,-0.45915,-0.88836,455.03406,2.82843,2,1,2
136,6.32455532,146.7260747,-27.78682535,251.52353,6.07517,0.92,0.05,5.25,8,211,0.05765,-0.45915,-0.88836,454.06717,3.60555,2,1,2
137,39.52847075,146.6963,-27.78426251,251.52353,6.07517,0.88,0.04,5.22,8,206,0.05765,-0.70333,0.71087,443.00452,2.23607,2,3,2
138,58.50213671,146.6965788,-27.78254791,251.52353,6.07517,0.87,0.04,5.24,7,206,0.05765,-0.70333,0.71087,443.00452,2.23607,2,3,2
139,47.4341649,146.6963428,-27.78347722,251.52353,6.07517,0.87,0.04,5.21,8,206,0.05765,-0.70333,0.71087,443.00452,2.23607,2,3,2
140,52.17758139,146.6963736,-27.78332382,251.52353,6.07517,0.87,0.04,5.21,8,206,0.05765,-0.70333,0.71087,443.00452,2.23607,2,3,2
141,36.36619309,146.7073186,-27.76323417,251.52353,6.07517,0.85,0.04,5.65,13,211,0.05765,-0.45915,-0.88836,449.0401,6.7082,2,3,2
142,34.78505426,146.7075211,-27.76341515,251.52353,6.07517,0.85,0.04,5.65,13,211,0.05765,-0.45915,-0.88836,449.0401,6.7082,2,3,2
143,53.75872022,146.707768,-27.76216987,251.52353,6.07517,0.85,0.04,5.52,12,211,0.05765,-0.45915,-0.88836,449.32172,6.32456,2,3,2
144,18.97366596,146.7106202,-27.78498836,251.52353,6.07517,0.84,0.04,5.29,7,211,0.05765,-0.45915,-0.88836,448.52872,4.47214,2,1,2
145,74.31352501,146.7108223,-27.78533182,251.52353,6.07517,0.84,0.04,5.29,7,211,0.05765,-0.45915,-0.88836,448.52872,4.47214,2,3,2
146,11.06797181,146.6616979,-27.72831097,251.52353,6.07517,0.81,0.05,5.33,7,211,0.04457,0.06172,0.99809,435.45953,9.21954,2,1,2
147,31.6227766,146.6168026,-27.80743694,251.51781,6.08134,0.75,0.04,5.84,10,200,0.01922,-0.4922,-0.87048,407.56964,11.6619,2,3,2
148,31.6227766,146.6187097,-27.80788456,251.51781,6.08134,0.72,0.04,5.83,13,200,0.01922,-0.4922,-0.87048,408.27075,11.7047,2,3,2
149,23.71708245,146.617685,-27.80768312,251.51781,6.08134,0.71,0.04,5.86,13,200,0.01922,-0.4922,-0.87048,407.56964,11.6619,2,2,2
150,34.78505426,146.6178675,-27.80772877,251.51781,6.08134,0.71,0.04,5.86,13,200,0.01922,-0.4922,-0.87048,407.56964,11.6619,2,3,2
151,17,144.14452,-29.06079,251.33801,6.29866,2.08,0.05,5.51,11,167,0.14955,-0.11466,0.99341,733.29736,62.16912,2,1,2
152,30.04163777,146.6607721,-27.81095526,251.24236,6.07667,0.79,0.05,5.63,10,201,0.02718,-0.49424,0.86933,424.44907,2,2,3,2
153,7.90569415,146.6626497,-27.81119458,251.24236,6.07667,0.78,0.05,5.6,9,201,0.02718,-0.49424,0.86933,425.41745,2.23607,2,1,2
154,36.36619309,146.6615024,-27.81119177,251.24236,6.07667,0.75,0.05,5.62,9,201,0.02718,-0.49424,0.86933,425.41745,2.23607,2,3,2
155,18.97366596,146.6617462,-27.8111382,251.24236,6.07667,0.75,0.05,5.62,9,201,0.02718,-0.49424,0.86933,425.41745,2.23607,2,1,2
156,13,144.18584,-29.10062,251.02876,6.28137,2.07,0.05,5.38,10,146,0.13327,-0.5873,-0.80937,713.09045,75.80238,2,1,2
157,11,144.7241947,-29.06894807,250.93013,6.25458,1.08,0.04,5.29,9,127,0.29811,0.04219,0.99911,489.82956,3,1,1,2
158,17,144.7243053,-29.06858907,250.93013,6.25458,1.08,0.04,5.28,9,127,0.29811,0.04219,0.99911,489.82956,3,1,1,2
159,17.39252713,146.5736137,-28.14111665,250.74464,6.08123,1.01,0.05,5.66,10,173,0.02865,0.30381,0.95273,375.20129,7.61577,2,1,2
160,28.46049894,146.5727924,-28.12994775,250.74464,6.08123,1.01,0.04,5.43,10,176,0.02865,0.60619,-0.79532,374.90265,8.544,2,2,2
161,41.10960958,146.5758346,-28.14091592,250.74464,6.08123,1.01,0.04,5.42,8,173,0.02865,0.30381,0.95273,376.19809,7.28011,2,3,2
162,47.4341649,146.5746015,-28.14113777,250.74464,6.08123,1,0.05,5.49,9,173,0.02865,0.30381,0.95273,376.19809,7.28011,2,3,2
163,30.04163777,146.574785,-28.14108418,250.74464,6.08123,1,0.05,5.49,9,173,0.02865,0.30381,0.95273,376.19809,7.28011,2,3,2
164,60.08327554,146.5742481,-28.13005158,250.74464,6.08123,0.97,0.04,5.46,9,176,0.02865,0.60619,-0.79532,375.90024,8.94427,2,3,2
165,41.10960958,146.5729758,-28.12991222,250.74464,6.08123,0.96,0.04,5.47,9,176,0.02865,0.60619,-0.79532,374.90265,8.544,2,3,2
166,42.69074841,146.5717832,-28.13024249,250.74464,6.08123,0.96,0.04,5.39,8,176,0.02865,0.60619,-0.79532,374.90265,8.544,2,3,2
167,39.52847075,146.5881248,-28.11466688,250.74464,6.08123,0.96,0.04,5.37,8,176,0.03806,0.60619,-0.79532,381.47345,8.24621,2,3,2
168,30.04163777,146.587458,-28.11331082,250.74464,6.08123,0.94,0.04,5.34,8,176,0.03806,0.60619,-0.79532,380.4747,9.05539,2,3,2
169,49.01530373,146.587459,-28.11304904,250.74464,6.08123,0.94,0.04,5.34,8,176,0.03806,0.60619,-0.79532,380.42609,9,2,3,2
170,49.01530373,146.5875139,-28.11202013,250.74464,6.08123,0.84,0.04,5.37,8,176,0.03806,0.60619,-0.79532,380.42609,9,2,3,2
171,36.36619309,146.6534793,-28.06997412,250.70712,6.08567,0.94,0.04,5.22,5,184,0.0677,-0.90861,-0.41764,408,3.16228,2,3,2
172,20.55480479,146.6398889,-28.0803293,250.70712,6.08567,0.88,0.04,5.37,10,185,0.0677,-0.65824,-0.75281,403.03101,5,2,2,2
173,64.82669203,146.653974,-28.07119403,250.70712,6.08567,0.88,0.04,5.23,7,184,0.0677,-0.90861,-0.41764,409.00122,4.47214,2,3,2
174,39.52847075,146.6138437,-28.0802314,250.70712,6.08567,0.86,0.04,5.56,8,185,0.0677,-0.65824,-0.75281,391.02045,5.83095,2,3,2
175,17.39252713,146.6543998,-28.07170062,250.70712,6.08567,0.82,0.04,5.25,8,184,0.0677,-0.90861,-0.41764,409.00122,4.47214,2,1,2
